card,tcg,ck_price,mp_price,ck_pct,mp_pct,units,origin,ck_cal,ck_cal_pct,band,mp_market,productId
Hallowed Fountain,8.04,10.99,6.8100000000000005,36.69154228855723,-15.298507462686551,625.0,live,9.40744,17.00796019900498,$5-10,7.63,656703.0
Ferrous Lake,0.34,0.79,0.15,132.35294117647058,-55.88235294117647,988.0,live,0.6762400000000001,98.89411764705883,$0-1,,687676.0
Maskwood Nexus,1.74,2.29,1.12,31.60919540229885,-35.632183908045974,693.0,live,1.96024,12.657471264367814,$1-2,1.12,553540.0
"Raphael, Tag Team Tough",5.93,3.49,3.61,-41.146711635750414,-39.123102866779085,603.0,live,2.9874400000000003,-49.62158516020235,$5-10,4.29,657761.0
Umbral Collar Zealot,0.32,0.69,0.15,115.62499999999996,-53.125,905.0,live,0.5906399999999999,84.57499999999997,$0-1,0.22,642101.0
Behold the Sinister Six!,3.55,5.99,2.05,68.7323943661972,-42.25352112676057,590.0,live,5.12744,44.43492957746479,$2-5,1.99,651344.0
Forest (276),0.43,0.99,0.33,130.2325581395349,-23.255813953488367,2838.0,live,0.84744,97.07906976744188,$0-1,,246244.0
Devastating Onslaught,2.05,2.99,1.49,45.85365853658539,-27.317073170731703,663.0,live,2.55944,24.85073170731708,$2-5,1.74,644614.0
Mountain (0290),0.66,1.29,0.17,95.45454545454544,-74.24242424242425,1564.0,live,1.10424,67.30909090909091,$0-1,,648728.0
Guardian Scalelord,0.33,0.49,0.15,48.48484848484848,-54.54545454545456,1107.0,live,0.41944,27.10303030303029,$0-1,0.2,687427.0
Ophiomancer,0.91,2.29,0.52,151.64835164835165,-42.85714285714285,739.0,live,1.96024,115.410989010989,$0-1,0.58,687362.0
Iron Myr,0.95,1.29,0.54,35.789473684210535,-43.1578947368421,673.0,live,1.10424,16.23578947368423,$0-1,,36234.0
Hollowmurk Siege,1.0,1.49,0.25,49.0,-75.0,682.0,live,1.27544,27.54399999999999,$1-2,0.31,624567.0
"Kang, Temporal Tyrant",0.19,0.35,0.15,84.21052631578945,-21.052631578947373,640.0,live,0.2996,57.68421052631577,$0-1,0.15,696322.0
Soul Warden,3.81,4.49,2.59,17.847769028871397,-32.020997375328086,656.0,live,3.84344,0.8776902887139143,$2-5,2.79,32731.0
Blossoming Bogbeast,0.38,0.99,0.15,160.52631578947367,-60.526315789473685,1099.0,live,0.84744,123.01052631578946,$0-1,0.24,687488.0
Smoldering Marsh,0.37,0.59,0.2,59.45945945945945,-45.94594594594594,746.0,live,0.5050399999999999,36.49729729729728,$0-1,0.21,679631.0
The Last Ronin,1.17,0.99,0.43,-15.38461538461538,-63.24786324786326,613.0,live,0.84744,-27.569230769230767,$1-2,0.99,673648.0
Chandra's Ignition,6.72,13.99,6.25,108.1845238095238,-6.994047619047615,593.0,live,11.97544,78.2059523809524,$5-10,6.06,100009.0
"Monica, the Marvel - Aurelia, the Warleader (Borderless)",2.85,4.99,3.02,75.08771929824562,5.964912280701752,621.0,live,4.27144,49.87508771929824,$2-5,,700736.0
Xander's Lounge,13.06,19.99,12.49,53.06278713629401,-4.364471669218991,574.0,live,17.111439999999998,31.02174578866767,$10-20,12.0,265350.0
Final Act (Borderless),1.63,0.99,1.01,-39.26380368098159,-38.03680981595092,596.0,live,0.84744,-48.00981595092024,$1-2,,696252.0
Ancestral Anger,0.26,0.35,0.15,34.615384615384606,-42.30769230769232,878.0,live,0.2996,15.230769230769218,$0-1,0.2,689485.0
Ramunap Excavator,5.18,6.99,4.82,34.94208494208495,-6.949806949806939,599.0,live,5.98344,15.510424710424711,$5-10,5.0,553182.0
Splendid Reclamation,0.38,0.79,0.2,107.89473684210526,-47.368421052631575,829.0,live,0.6762400000000001,77.95789473684212,$0-1,,642002.0
Shadow Rift,1.81,2.49,1.11,37.56906077348067,-38.67403314917127,620.0,live,2.13144,17.759116022099445,$1-2,,5722.0
"M.O.D.O.K., Evil Intellect (Borderless)",4.07,6.99,2.95,71.74447174447174,-27.51842751842752,579.0,live,5.98344,47.0132678132678,$2-5,,699592.0
Borrowed Knowledge,0.26,0.35,0.15,34.615384615384606,-42.30769230769232,794.0,live,0.2996,15.230769230769218,$0-1,0.15,688669.0
Surveillance Room,0.19,0.35,0.15,84.21052631578945,-21.052631578947373,1173.0,live,0.2996,57.68421052631577,$0-1,0.15,697091.0
"Kefka, Dancing Mad",0.33,0.59,0.15,78.78787878787877,-54.54545454545456,734.0,live,0.5050399999999999,53.04242424242421,$0-1,0.3,631158.0
Crux of Fate,0.39,0.79,0.15,102.56410256410258,-61.53846153846154,699.0,live,0.6762400000000001,73.3948717948718,$0-1,,631233.0
Gut Shot,5.29,8.49,4.14,60.49149338374291,-21.739130434782616,786.0,live,7.26744,37.38071833648392,$5-10,,98817.0
Grave Titan,0.35,0.99,0.17,182.8571428571429,-51.42857142857142,747.0,live,0.84744,142.1257142857143,$0-1,0.36,671142.0
Mind into Matter (Extended Art),0.8,0.59,0.2,-26.250000000000007,-75.00000000000001,620.0,live,0.5050399999999999,-36.87000000000001,$0-1,,688813.0
Kodama of the East Tree,3.39,2.79,3.1,-17.69911504424779,-8.554572271386432,681.0,live,2.38824,-29.550442477876103,$2-5,3.32,559832.0
Plaza of Heroes,3.74,6.49,3.74,73.52941176470587,0.0,982.0,live,5.55544,48.54117647058823,$2-5,3.78,697447.0
Scythecat Cub,24.63,32.99,22.35,33.942346731628106,-9.25700365408038,651.0,live,28.23944,14.654648802273664,$20-50,22.1,589389.0
The Thanos-Copter,1.39,2.49,1.55,79.13669064748204,11.510791366906489,582.0,live,2.13144,53.34100719424462,$1-2,,697432.0
"Anzrag, the Quake-Mole",5.89,8.99,5.08,52.63157894736843,-13.752122241086582,575.0,live,7.69544,30.65263157894737,$5-10,4.93,534079.0
Exotic Orchard,0.38,0.49,0.15,28.947368421052627,-60.526315789473685,1008.0,live,0.41944,10.378947368421048,$0-1,0.19,687675.0
Chandra's Ignition,8.1,11.99,6.3100000000000005,48.024691358024704,-22.098765432098755,642.0,live,10.26344,26.70913580246913,$5-10,6.06,100009.0
Conformer Shuriken,0.38,0.49,0.16,28.947368421052627,-57.89473684210527,1368.0,live,0.41944,10.378947368421048,$0-1,1.02,631204.0
Battle at the Big Bridge - Fatal Push (Showcase),0.55,1.49,0.15,170.90909090909088,-72.72727272727273,742.0,live,1.27544,131.89818181818177,$0-1,,633063.0
Sunspine Lynx,2.1,2.79,0.77,32.857142857142854,-63.33333333333333,671.0,live,2.38824,13.725714285714288,$2-5,,558711.0
Unmarked Grave,2.88,4.49,2.5500000000000003,55.90277777777779,-11.45833333333332,635.0,live,3.84344,33.45277777777779,$2-5,2.98,239388.0
Nethergoyf,3.22,6.99,3.02,117.0807453416149,-6.211180124223608,914.0,live,5.98344,85.82111801242235,$2-5,3.11,548576.0
Felothar the Steadfast (Borderless),2.74,7.99,2.18,191.6058394160584,-20.437956204379564,648.0,live,6.83944,149.61459854014595,$2-5,,623911.0
Lion Sash,2.33,3.49,2.07,49.785407725321896,-11.158798283261811,579.0,live,2.9874400000000003,28.216309012875545,$2-5,2.37,262184.0
Molten-Core Maestro (Extended Art),0.95,0.79,0.19,-16.842105263157887,-80.0,651.0,live,0.6762400000000001,-28.816842105263145,$0-1,,686588.0
Command Beacon,9.07,11.99,7.71,32.19404630650496,-14.99448732083793,608.0,live,10.26344,13.158103638368235,$5-10,7.36,624449.0
Bident of Thassa,0.43,0.49,0.33,13.953488372093023,-23.255813953488367,810.0,live,0.41944,-2.4558139534883754,$0-1,0.4,559848.0
Dark Deed,0.17,0.35,0.15,105.88235294117644,-11.764705882352953,1258.0,live,0.2996,76.23529411764703,$0-1,0.21,696236.0
The Gold Saucer,0.33,0.35,0.15,6.060606060606049,-54.54545454545456,677.0,live,0.2996,-9.212121212121223,$0-1,0.2,633409.0
Hagra Constrictor,0.17,0.35,0.15,105.88235294117644,-11.764705882352953,662.0,live,0.2996,76.23529411764703,$0-1,0.24,221936.0
Sol Ring,1.79,2.79,1.51,55.865921787709496,-15.64245810055866,748.0,live,2.38824,33.42122905027934,$1-2,1.63,687542.0
Expansion Algorithm (Extended Art),2.44,3.49,1.66,43.03278688524592,-31.967213114754102,599.0,live,2.9874400000000003,22.43606557377051,$2-5,,688213.0
Talisman of Progress,0.39,0.99,0.34,153.84615384615384,-12.820512820512816,859.0,live,0.84744,117.29230769230767,$0-1,0.41,499820.0
Spara's Headquarters,13.28,16.99,13.02,27.9367469879518,-1.9578313253012032,569.0,live,14.54344,9.513855421686742,$10-20,13.78,265348.0
Turtles Forever,0.34,0.49,0.15,44.11764705882352,-55.88235294117647,924.0,live,0.41944,23.36470588235293,$0-1,0.27,657745.0
Deep-Cavern Bat,0.39,0.49,0.15,25.64102564102563,-61.53846153846154,1050.0,live,0.41944,7.54871794871794,$0-1,0.35,524168.0
Strategic Betrayal,1.02,0.99,0.15,-2.9411764705882377,-85.29411764705883,994.0,live,0.84744,-16.917647058823533,$1-2,0.24,625197.0
Rampant Growth,0.47,1.29,0.4,174.468085106383,-14.893617021276588,851.0,live,1.10424,134.94468085106385,$0-1,0.44,631199.0
Astrologian's Planisphere,0.35,0.49,0.15,40.00000000000001,-57.14285714285714,779.0,live,0.41944,19.840000000000003,$0-1,0.21,631588.0
Regal Caracal,0.41,0.69,0.15,68.29268292682926,-63.41463414634146,794.0,live,0.5906399999999999,44.05853658536585,$0-1,0.4,590980.0
Marauding Mako,0.51,1.49,0.22,192.156862745098,-56.86274509803923,935.0,live,1.27544,150.0862745098039,$0-1,,614498.0
Killian's Confidence,0.23,0.35,0.15,52.17391304347825,-34.78260869565218,836.0,live,0.2996,30.260869565217373,$0-1,0.15,689079.0
Shatterskull Smashing,9.6,13.99,7.24,45.72916666666668,-24.58333333333333,628.0,live,11.97544,24.74416666666668,$5-10,,222030.0
Kefka's Tower - Bolas's Citadel (Showcase),17.18,17.99,17.71,4.714784633294522,3.0849825378346982,560.0,live,15.399439999999998,-10.364144353899892,$10-20,,633062.0
Kodama's Reach,1.97,2.79,1.54,41.62436548223351,-21.82741116751269,585.0,live,2.38824,21.23045685279189,$1-2,1.61,671233.0
Kappa Cannoneer,0.81,0.99,0.29,22.22222222222221,-64.19753086419753,812.0,live,0.84744,4.622222222222212,$0-1,0.53,548591.0
Extract a Confession,0.35,0.99,0.15,182.8571428571429,-57.14285714285714,1282.0,live,0.84744,142.1257142857143,$0-1,0.25,532879.0
"Tergrid, God of Fright",22.22,22.99,16.15,3.4653465346534635,-27.31773177317732,554.0,live,19.67944,-11.433663366336631,$20-50,,230450.0
Forest (0296),0.43,1.49,0.2,246.5116279069768,-53.48837209302325,1094.0,live,1.27544,196.6139534883721,$0-1,,660538.0
Plague Myr,1.69,2.79,1.4,65.08875739644971,-17.15976331360947,639.0,live,2.38824,41.31597633136096,$1-2,,39135.0
Second Harvest,3.3,5.49,2.45,66.36363636363637,-25.757575757575747,648.0,live,4.69944,42.40727272727274,$2-5,3.56,560021.0
Season of Gathering,6.6,9.99,5.65,51.36363636363638,-14.393939393939384,575.0,live,8.55144,29.567272727272726,$5-10,5.61,559123.0
Gold Myr,1.29,0.99,0.35,-23.25581395348837,-72.86821705426357,751.0,live,0.84744,-34.30697674418605,$1-2,,36232.0
Beast Whisperer,7.5,10.99,7.05,46.53333333333334,-6.000000000000003,563.0,live,9.40744,25.432533333333325,$5-10,7.22,176426.0
Mountain (Showcase),1.41,3.49,0.71,147.5177304964539,-49.645390070921984,1427.0,live,2.9874400000000003,111.87517730496457,$1-2,,279833.0
"Dyadrine, Synthesis Amalgam",0.3,0.49,0.15,63.33333333333334,-50.0,875.0,live,0.41944,39.81333333333333,$0-1,0.28,643506.0
Opt,0.43,0.49,0.18,13.953488372093023,-58.13953488372093,899.0,live,0.41944,-2.4558139534883754,$0-1,0.22,233373.0
"Jarad, Golgari Lich Lord",1.22,2.79,1.04,128.68852459016392,-14.754098360655732,609.0,live,2.38824,95.75737704918036,$1-2,1.65,624494.0
The Fire Crystal (Borderless),12.18,14.99,10.4,23.07060755336618,-14.61412151067323,552.0,live,12.83144,5.348440065681452,$10-20,,633132.0
Doomsday Excruciator,1.09,1.29,0.26,18.34862385321101,-76.14678899082568,754.0,live,1.10424,1.3064220183486266,$1-2,0.5,562745.0
Memnite,2.65,2.79,0.98,5.283018867924533,-63.0188679245283,752.0,live,2.38824,-9.877735849056595,$2-5,,36237.0
Spellbook Vendor,0.5,1.49,0.33,198.0,-34.0,757.0,live,1.27544,155.088,$0-1,0.5,512598.0
Sulfur Falls,0.43,0.59,0.18,37.20930232558139,-58.13953488372093,851.0,live,0.5050399999999999,17.451162790697662,$0-1,0.25,687546.0
"Raphael, the Nightwatcher (Borderless)",3.36,2.29,1.02,-31.84523809523809,-69.64285714285714,570.0,live,1.96024,-41.659523809523805,$2-5,,679842.0
Thought Vessel,2.92,3.49,2.34,19.52054794520549,-19.863013698630137,691.0,live,2.9874400000000003,2.309589041095904,$2-5,2.49,631303.0
Too Evil to Stay Dead,0.21,0.35,0.15,66.66666666666666,-28.57142857142857,811.0,live,0.2996,42.66666666666666,$0-1,0.15,697010.0
The Shire,3.62,4.49,2.7,24.03314917127072,-25.41436464088397,571.0,live,3.84344,6.172375690607737,$2-5,3.3,488286.0
Blazing Crescendo,0.26,0.39,0.15,50.0,-42.30769230769232,677.0,live,0.33384,28.4,$0-1,0.15,479576.0
Haywire Mite,0.85,1.29,0.32,51.76470588235295,-62.35294117647059,639.0,live,1.10424,29.91058823529413,$0-1,0.61,687608.0
Earth's Mightiest Heroes (Borderless),2.68,3.99,1.64,48.88059701492537,-38.80597014925374,603.0,live,3.4154400000000003,27.44179104477612,$2-5,,696665.0
Tandem Lookout,1.22,1.79,0.67,46.72131147540984,-45.08196721311475,666.0,live,1.53224,25.593442622950825,$1-2,0.98,58267.0
Mountain (0304),0.2,0.49,0.15,144.99999999999997,-25.000000000000007,1892.0,live,0.41944,109.71999999999996,$0-1,,630896.0
Boros Signet,0.58,1.49,0.4,156.89655172413794,-31.03448275862068,724.0,live,1.27544,119.90344827586208,$0-1,0.47,624199.0
Skrelv's Hive,2.15,2.99,1.28,39.06976744186048,-40.46511627906976,641.0,live,2.55944,19.04372093023256,$2-5,2.09,478281.0
Maximum Carnage,0.63,0.99,0.26,57.14285714285714,-58.730158730158735,619.0,live,0.84744,34.514285714285705,$0-1,0.61,652074.0
Pest Summoning,0.16,0.35,0.15,118.74999999999996,-6.250000000000005,690.0,live,0.2996,87.24999999999999,$0-1,0.16,235124.0
Drowned Catacomb,2.09,2.79,1.53,33.492822966507184,-26.794258373205736,915.0,live,2.38824,14.269856459330155,$2-5,1.69,631318.0
Alpha Authority,2.38,2.99,0.8300000000000001,25.63025210084035,-65.12605042016806,606.0,live,2.55944,7.53949579831933,$2-5,,67583.0
Mountain (300) - JP Full Art,2.21,2.79,1.37,26.24434389140272,-38.00904977375565,1240.0,live,2.38824,8.06515837104073,$2-5,,257683.0
Necroskitter,0.59,1.99,0.18,237.28813559322032,-69.49152542372882,1131.0,live,1.70344,188.71864406779665,$0-1,0.47,671133.0
Hellkite Courser,2.86,5.49,2.83,91.95804195804196,-1.0489510489510423,659.0,live,4.69944,64.31608391608393,$2-5,2.78,624934.0
Redirect Lightning (Showcase),17.77,22.99,15.61,29.37535171637591,-12.155317951603829,549.0,live,19.67944,10.745301069217785,$10-20,,648711.0
White Sun's Twilight,2.54,2.99,1.45,17.716535433070874,-42.91338582677165,579.0,live,2.55944,0.7653543307086575,$2-5,2.19,478284.0
Dragonskull Summit,0.77,0.99,0.4,28.57142857142857,-48.05194805194805,792.0,live,0.84744,10.05714285714285,$0-1,0.39,631583.0
Command Tower,0.37,0.69,0.26,86.48648648648647,-29.729729729729726,988.0,live,0.5906399999999999,59.63243243243242,$0-1,0.25,687664.0
The Lord of Pain (Borderless),8.87,15.99,8.74,80.27057497181512,-1.4656144306651524,553.0,live,13.68744,54.31161217587375,$5-10,,578900.0
Arcane Signet,0.86,1.29,0.46,50.000000000000014,-46.51162790697674,672.0,live,1.10424,28.400000000000013,$0-1,0.49,687531.0
Opposition Agent,18.07,23.99,16.66,32.76148312119534,-7.802988378527948,563.0,live,20.53544,13.643829551743206,$10-20,18.0,226314.0
Winnowing,0.32,0.49,0.15,53.12499999999999,-53.125,745.0,live,0.41944,31.074999999999992,$0-1,0.37,670972.0
Sazh Katzroy,0.47,0.49,0.15,4.255319148936175,-68.08510638297872,607.0,live,0.41944,-10.757446808510638,$0-1,0.28,632698.0
Xorn,7.72,10.99,6.25,42.35751295336788,-19.04145077720207,556.0,live,9.40744,21.858031088082896,$5-10,,243290.0
Kappa Cannoneer,0.41,0.99,0.32,141.46341463414635,-21.95121951219512,1281.0,live,0.84744,106.69268292682928,$0-1,0.47,548591.0
Swamp (273),0.97,1.49,0.5,53.608247422680414,-48.45360824742268,2371.0,live,1.27544,31.488659793814428,$0-1,,253436.0
Bandit's Talent,0.33,0.79,0.15,139.3939393939394,-54.54545454545456,737.0,live,0.6762400000000001,104.92121212121212,$0-1,0.33,559150.0
"Iron Man, Futurist Paragon (Borderless)",4.88,5.49,2.49,12.500000000000004,-48.97540983606557,559.0,live,4.69944,-3.699999999999996,$2-5,,699581.0
Arcane Signet (0333),0.47,0.99,0.43,110.63829787234044,-8.510638297872337,967.0,live,0.84744,80.3063829787234,$0-1,,631221.0
Dread Return (Borderless),0.5,0.99,0.5,98.0,0.0,664.0,live,0.84744,69.488,$0-1,,507190.0
Season of Growth,0.34,0.69,0.17,102.9411764705882,-50.0,614.0,live,0.5906399999999999,73.7176470588235,$0-1,0.2,513107.0
Blind Obedience,5.56,6.99,4.78,25.719424460431668,-14.028776978417255,557.0,live,5.98344,7.6158273381295025,$5-10,5.04,513356.0
Gwen Stacy,3.55,4.49,2.08,26.47887323943664,-41.40845070422535,595.0,live,3.84344,8.265915492957756,$2-5,,646568.0
Vibrant Cityscape,0.25,0.35,0.15,39.99999999999999,-40.0,850.0,live,0.2996,19.83999999999999,$0-1,0.15,651928.0
Scorched Geyser,0.4,0.49,0.15,22.5,-62.5,1619.0,live,0.41944,4.85999999999999,$0-1,0.38,687596.0
"Toph, Earthbending Master",36.65,54.99,35.35,50.04092769440656,-3.5470668485675234,541.0,live,47.07144,28.43503410641201,$20-50,36.5,660581.0
Arcane Signet (Showcase),2.62,3.99,2.62,52.29007633587786,0.0,615.0,live,3.4154400000000003,30.360305343511456,$2-5,,662394.0
Mental Misstep,8.66,9.99,6.3500000000000005,15.35796766743649,-26.6743648960739,564.0,live,8.55144,-1.2535796766743723,$5-10,6.05,39543.0
Arasta of the Endless Web,0.5,0.49,0.3,-2.0000000000000018,-40.0,655.0,live,0.41944,-16.112000000000005,$0-1,0.34,559941.0
Privileged Position (Borderless),1.83,1.49,1.04,-18.5792349726776,-43.16939890710383,593.0,live,1.27544,-30.303825136612023,$1-2,,696433.0
Frantic Search,0.78,1.49,0.72,91.025641025641,-7.692307692307699,619.0,live,1.27544,63.51794871794871,$0-1,0.88,457177.0
Seismic Sense,0.29,0.35,0.15,20.6896551724138,-48.27586206896552,708.0,live,0.2996,3.3103448275862064,$0-1,0.17,660575.0
Copy Enchantment,2.04,2.49,0.8300000000000001,22.05882352941177,-59.31372549019608,576.0,live,2.13144,4.482352941176469,$2-5,,514021.0
Search for the Frozen Esper - Nature's Claim (Showcase),0.61,1.29,0.37,111.47540983606558,-39.34426229508197,681.0,live,1.10424,81.02295081967216,$0-1,,632060.0
Teval's Judgment,8.14,12.99,7.28,59.58230958230958,-10.565110565110569,564.0,live,11.11944,36.60245700245699,$5-10,7.5,624417.0
Raid Bombardment,0.34,0.35,0.15,2.9411764705882213,-55.88235294117647,869.0,live,0.2996,-11.882352941176483,$0-1,0.24,512550.0
The Mightstone and Weakstone,4.44,6.49,3.17,46.17117117117117,-28.60360360360361,566.0,live,5.55544,25.122522522522512,$2-5,,448411.0
Conduit of Worlds,3.17,2.99,2.67,-5.678233438485796,-15.772870662460567,560.0,live,2.55944,-19.260567823343848,$2-5,3.71,624447.0
Skullclamp,6.31,8.49,5.71,34.54833597464344,-9.50871632329635,568.0,live,7.26744,15.173375594294772,$5-10,5.77,631240.0
Goblin Anarchomancer (Retro Frame),0.42,1.79,0.32,326.1904761904762,-23.809523809523807,767.0,live,1.53224,264.81904761904764,$0-1,,240454.0
Life from the Loam,5.26,8.99,4.14,70.91254752851712,-21.29277566539924,630.0,live,7.69544,46.30114068441065,$5-10,,624487.0
Plains (0277),0.28,0.49,0.15,74.99999999999997,-46.42857142857144,1978.0,live,0.41944,49.799999999999976,$0-1,,696357.0
Bootleggers' Stash,0.32,0.99,0.15,209.375,-53.125,1090.0,live,0.84744,164.825,$0-1,0.26,615200.0
Dryad of the Ilysian Grove,9.37,9.49,8.28,1.2806830309498507,-11.632870864461044,574.0,live,8.12344,-13.303735325506924,$5-10,8.08,553184.0
Flourishing Defenses,1.18,2.49,1.0,111.0169491525424,-15.254237288135588,638.0,live,2.13144,80.63050847457627,$1-2,1.11,671213.0
"Braids, Cabal Minion",0.94,0.79,0.15,-15.95744680851063,-84.04255319148936,602.0,live,0.6762400000000001,-28.059574468085096,$0-1,,240059.0
Transpose,0.34,0.49,0.15,44.11764705882352,-55.88235294117647,1427.0,live,0.41944,23.36470588235293,$0-1,0.34,631226.0
Mind Stone,0.31,0.99,0.2,219.3548387096774,-35.48387096774193,933.0,live,0.84744,173.36774193548385,$0-1,0.25,463303.0
Firebending Lesson,0.22,0.35,0.15,59.09090909090908,-31.818181818181824,1021.0,live,0.2996,36.18181818181817,$0-1,0.2,662768.0
Preordain,0.6,1.29,0.55,115.0,-8.333333333333323,843.0,live,1.10424,84.04000000000002,$0-1,0.56,688900.0
"Lord Skitter, Sewer King",5.1,5.99,4.62,17.450980392156875,-9.411764705882344,654.0,live,5.12744,0.5380392156862814,$5-10,5.0,512640.0
Forest (302) - JP Full Art,2.0,3.49,1.4,74.50000000000001,-30.000000000000004,1215.0,live,2.9874400000000003,49.372000000000014,$2-5,,257685.0
"Crossbones, Malicious Mercenary",0.26,0.35,0.15,34.615384615384606,-42.30769230769232,628.0,live,0.2996,15.230769230769218,$0-1,0.17,696486.0
"Donatello, Way with Machines (Borderless)",0.36,0.35,0.15,-2.7777777777777803,-58.333333333333336,705.0,live,0.2996,-16.77777777777778,$0-1,,679790.0
Plains (Showcase),2.81,3.99,2.38,41.99288256227759,-15.302491103202854,1359.0,live,3.4154400000000003,21.54590747330961,$2-5,,279830.0
Scene of the Crime,0.44,0.59,0.15,34.09090909090908,-65.90909090909092,651.0,live,0.5050399999999999,14.781818181818164,$0-1,,532873.0
Heap Gate,0.41,1.29,0.34,214.63414634146343,-17.073170731707307,1324.0,live,1.10424,169.32682926829276,$0-1,0.45,273081.0
Sleight of Hand (JP Alternate Art),1.12,2.79,0.44,149.10714285714283,-60.71428571428572,671.0,live,2.38824,113.23571428571428,$1-2,,689154.0
Ultron the Annihilator,47.06,54.99,45.2,16.850828729281766,-3.952401189970249,539.0,live,47.07144,0.024309392265194,$20-50,46.95,697268.0
Mirrorform,1.75,2.99,1.28,70.85714285714288,-26.857142857142858,664.0,live,2.55944,46.25371428571428,$1-2,1.82,671003.0
Fade from History,3.59,4.49,3.33,25.069637883008365,-7.242339832869075,752.0,live,3.84344,7.059610027855162,$2-5,3.08,451948.0
Dragonlord Dromoka,2.07,3.49,0.98,68.59903381642515,-52.65700483091788,566.0,live,2.9874400000000003,44.32077294685993,$2-5,1.05,624629.0
Birthing Ritual,4.04,6.99,3.97,73.01980198019803,-1.7326732673267289,764.0,live,5.98344,48.1049504950495,$2-5,3.84,552823.0
"Korvold, Fae-Cursed King",0.47,1.29,0.2,174.468085106383,-57.44680851063829,938.0,live,1.10424,134.94468085106385,$0-1,0.45,642014.0
Craterhoof Behemoth,23.99,27.99,20.97,16.673614005835766,-12.588578574406,543.0,live,23.95944,-0.1273864110045904,$20-50,18.87,623881.0
"Valentin, Dean of the Vein",1.05,1.29,0.98,22.857142857142858,-6.666666666666672,654.0,live,1.10424,5.165714285714292,$1-2,,235202.0
Farseek,0.78,1.79,0.5700000000000001,129.4871794871795,-26.92307692307692,621.0,live,1.53224,96.44102564102565,$0-1,0.64,559948.0
Carnelian Orb of Dragonkind,0.32,0.79,0.31,146.875,-3.1250000000000027,605.0,live,0.6762400000000001,111.325,$0-1,0.44,272973.0
Estrid's Invocation,0.34,0.79,0.15,132.35294117647058,-55.88235294117647,675.0,live,0.6762400000000001,98.89411764705883,$0-1,0.38,552726.0
Three Visits,4.18,7.49,4.15,79.18660287081342,-0.7177033492822814,922.0,live,6.41144,53.38373205741628,$2-5,4.33,687584.0
Thran Dynamo (Borderless),4.79,6.99,4.93,45.92901878914405,2.922755741127342,590.0,live,5.98344,24.915240083507303,$2-5,,503562.0
Swamp (0274) - Full Art,0.91,1.99,0.51,118.68131868131869,-43.95604395604396,1637.0,live,1.70344,87.1912087912088,$0-1,,557260.0
Iridescent Vinelasher,1.08,1.79,0.41,65.74074074074073,-62.037037037037045,685.0,live,1.53224,41.87407407407407,$1-2,0.67,558625.0
Arbor Elf,0.34,0.99,0.15,191.17647058823525,-55.88235294117647,785.0,live,0.84744,149.2470588235294,$0-1,,60009.0
"Black Cat, Cunning Thief",0.71,1.29,0.15,81.69014084507043,-78.87323943661971,658.0,live,1.10424,55.52676056338031,$0-1,0.5,652051.0
Void Rend,0.38,0.99,0.15,160.52631578947367,-60.526315789473685,696.0,live,0.84744,123.01052631578946,$0-1,0.3,631284.0
Enchantress's Presence,1.36,2.29,1.03,68.38235294117646,-24.264705882352946,612.0,live,1.96024,44.13529411764704,$1-2,1.29,240051.0
Plains (0273),0.51,1.99,0.34,290.19607843137254,-33.33333333333333,1155.0,live,1.70344,234.0078431372549,$0-1,,488126.0
Deeproot Pilgrimage,1.74,3.49,1.08,100.57471264367815,-37.93103448275862,631.0,live,2.9874400000000003,71.69195402298853,$1-2,1.75,524353.0
Talisman of Conviction,0.4,0.59,0.31,47.49999999999999,-22.500000000000007,882.0,live,0.5050399999999999,26.259999999999977,$0-1,0.31,631187.0
Mines of Moria (Borderless),2.14,3.49,1.51,63.08411214953272,-29.4392523364486,577.0,live,2.9874400000000003,39.60000000000001,$2-5,,498833.0
"Malcolm, Alluring Scoundrel",2.2,3.99,2.05,81.36363636363636,-6.818181818181834,562.0,live,3.4154400000000003,55.24727272727272,$2-5,2.2,524196.0
"Ghalta, Primal Hunger",1.21,1.79,0.81,47.93388429752067,-33.05785123966942,746.0,live,1.53224,26.63140495867769,$1-2,0.78,591184.0
"Tam, Mindful First-Year",0.48,0.59,0.15,22.916666666666664,-68.74999999999999,633.0,live,0.5050399999999999,5.216666666666657,$0-1,0.42,671578.0
Swamp (0277),1.4,2.29,0.94,63.57142857142859,-32.857142857142854,1062.0,live,1.96024,40.01714285714287,$1-2,,488131.0
Clarion Conqueror,2.08,3.49,0.71,67.78846153846155,-65.86538461538461,790.0,live,2.9874400000000003,43.626923076923084,$2-5,,624539.0
Fabled Passage,1.48,1.49,1.17,0.6756756756756763,-20.945945945945947,747.0,live,1.27544,-13.821621621621627,$1-2,1.83,687665.0
"Rikku, Resourceful Guardian",0.36,0.49,0.15,36.11111111111112,-58.333333333333336,671.0,live,0.41944,16.51111111111111,$0-1,0.32,631247.0
Island (Showcase),1.3,3.49,1.03,168.46153846153848,-20.76923076923077,1441.0,live,2.9874400000000003,129.80307692307693,$1-2,,279831.0
"Silver Sable, Mercenary Leader",0.26,0.49,0.15,88.46153846153845,-42.30769230769232,654.0,live,0.41944,61.32307692307691,$0-1,0.15,652304.0
The Rise of Sozin,1.66,2.29,0.63,37.95180722891568,-62.04819277108433,594.0,live,1.96024,18.086746987951813,$1-2,,648697.0
