rank,productId,name,set,category,units,transactions,gmv_sale,avg_price
292,631072,"Sephiroth, the Savior - Atraxa, Grand Unifier (Showcase)",FINAL FANTASY: Through the Ages,Mythic,335,302,17383.26,51.89032835820895
293,686578,Improvisation Capstone (Borderless),Secrets of Strixhaven,Mythic,838,807,17381.03,20.741085918854413
294,505763,Fierce Guardianship (Borderless),Commander Masters,Rare,208,206,17368.6,83.5028846153846
295,631068,"Yuna, Grand Summoner (Borderless) (Surge Foil)",Commander: FINAL FANTASY,Mythic,65,65,17304.12,266.21723076923075
296,227008,Mana Drain,Commander Legends,Mythic,330,319,17286.31,52.38275757575758
297,658469,"Kratos, God of War",Secret Lair Drop Series,Mythic,322,275,17148.87,53.2573602484472
298,624002,Scalding Tarn (Borderless),Special Guests,Mythic,203,192,17032.0,83.90147783251231
299,578080,Enduring Vitality,Duskmourn: House of Horror,Rare,1755,1598,16990.36,9.68111680911681
300,638911,Godless Shrine,Edge of Eternities,Rare,1709,1493,16972.04,9.930977179637216
301,206926,Thassa's Oracle,Theros Beyond Death,Rare,734,722,16967.32,23.116239782016347
302,524230,"Ojer Taq, Deepest Foundation",The Lost Caverns of Ixalan,Mythic,543,531,16960.76,31.23528545119705
303,562746,Enduring Tenacity,Duskmourn: House of Horror,Rare,1422,1352,16929.23,11.905225035161743
304,671525,Wistfulness,Lorwyn Eclipsed,Mythic,1810,1367,16909.52,9.342276243093924
305,524414,Bloodletter of Aclazotz,The Lost Caverns of Ixalan,Mythic,457,428,16906.37,36.99424507658643
306,631812,"Terra Branford - Urza, Lord High Artificer (Showcase)",FINAL FANTASY: Through the Ages,Mythic,282,280,16897.59,59.920531914893616
307,82224,Mana Confluence,Journey Into Nyx,Rare,500,487,16868.68,33.73736
308,591199,Sire of Seven Deaths,Foundations,Mythic,939,810,16789.01,17.879669861554845
309,638143,Anima - Grief (Rainbow Foil),Secret Lair Drop Series,Mythic,36,36,16713.96,464.27666666666664
310,10473,Wooded Foothills,Onslaught,Rare,116,83,16643.49,143.47836206896554
311,517256,Legolas's Quick Reflexes (Borderless),Commander: The Lord of the Rings: Tales of Middle-earth,Rare,514,502,16536.46,32.172101167315176
312,230923,"Birgi, God of Storytelling (Showcase)",Kaldheim,Rare,451,445,16536.28,36.66580931263858
313,638909,"Tezzeret, Cruel Captain (Borderless)",Edge of Eternities,Mythic,298,289,16523.43,55.44775167785235
314,671172,Springleaf Parade,Commander: Lorwyn Eclipsed,Rare,2024,1284,16443.85,8.124431818181817
315,656847,"Choco, Seeker of Paradise (Borderless) (Chocobo Track Foil)",FINAL FANTASY,Rare,191,189,16389.37,85.80821989528795
316,243293,Old Gnawbone,Adventures in the Forgotten Realms,Mythic,318,318,16376.99,51.49996855345912
317,662430,Deflecting Swat (Showcase),Avatar: The Last Airbender: Eternal-Legal,Promo,208,207,16363.05,78.66850961538461
318,499318,Glittering Caves of Aglarond - Gemstone Caverns (Borderless),Commander: The Lord of the Rings: Tales of Middle-earth,Mythic,231,220,16304.04,70.58025974025975
319,696285,"Loki, God of Mischief (Borderless)",Marvel Super Heroes,Rare,1600,1264,16268.41,10.16775625
320,9616,Cabal Ritual,Torment,Common,934,806,16211.91,17.35750535331906
321,233497,Demonic Tutor (JP Alternate Art),Strixhaven: Mystical Archive,Mythic,42,42,16201.62,385.7528571428572
322,234275,"Urborg, Tomb of Yawgmoth",Time Spiral: Remastered,Rare,263,257,16189.69,61.5577566539924
323,671780,Moonshadow,Lorwyn Eclipsed,Mythic,1417,1027,16172.96,11.413521524347212
324,1492,Mana Vault,Revised Edition,Rare,204,201,16157.6,79.20392156862745
325,679620,City of Brass,Commander: Teenage Mutant Ninja Turtles,Rare,1670,1307,16132.87,9.660401197604791
326,641743,Terrasymbiosis,Edge of Eternities,Rare,1794,1686,16117.49,8.984108138238573
327,688834,Akroma's Will (JP Alternate Art) (Silver Scroll Foil),Secrets of Strixhaven: Mystical Archive,Mythic,143,143,16081.98,112.4613986013986
328,509513,Smothering Tithe,Wilds of Eldraine: Enchanting Tales,Mythic,259,255,16036.87,61.91841698841699
329,651338,Norman Osborn (Borderless),Marvel's Spider-Man,Mythic,1040,973,16010.67,15.394875
330,218811,Chrome Mox,Double Masters,Mythic,95,95,16006.66,168.49115789473683
331,276323,Mana Vault (Borderless),Double Masters 2022,Mythic,98,91,15990.04,163.16367346938776
332,168720,Scapeshift,Core Set 2019,Mythic,334,299,15973.48,47.82479041916167
333,696429,"Captain America, First Avenger (Borderless)",Marvel Universe Eternal-Legal,Mythic,856,845,15963.64,18.64911214953271
334,648732,The Cabbage Merchant,Avatar: The Last Airbender: Eternal-Legal,Rare,608,589,15944.06,26.223782894736843
335,689922,Beseech the Mirror,Secret Lair Drop Series,Mythic,667,569,15919.53,23.86736131934033
336,501909,Goblin Lackey (1311) (Rainbow Foil),Secret Lair Drop Series,Rare,166,163,15870.39,95.60475903614457
337,679072,Trouble in Pairs (Borderless),Teenage Mutant Ninja Turtles Source Material,Mythic,1011,951,15861.39,15.688813056379821
338,696351,The Ten Rings (Borderless),Marvel Super Heroes,Mythic,906,828,15827.88,17.470066225165564
339,532918,Thundering Falls,Murders at Karlov Manor,Rare,999,884,15796.25,15.812062062062061
340,618879,"Cloud, Ex-SOLDIER (Borderless)",Commander: FINAL FANTASY,Mythic,229,229,15763.05,68.83427947598253
341,630851,"Kefka, Court Mage (0322) (Borderless)",FINAL FANTASY,Mythic,318,300,15748.56,49.52377358490566
342,56324,Parallel Lives,Innistrad,Rare,459,449,15741.92,34.2961220043573
343,656703,Hallowed Fountain,Lorwyn Eclipsed,Rare,1893,1567,15730.04,8.309582673005812
344,92829,Polluted Delta,Khans of Tarkir,Rare,784,586,15719.01,20.049757653061224
345,696306,"Thor, God of Thunder (Borderless) (0369)",Marvel Super Heroes,Mythic,380,375,15712.62,41.349000000000004
346,656841,Traveling Chocobo (Borderless) (Chocobo Track Foil),FINAL FANTASY,Mythic,173,170,15712.49,90.8236416184971
347,696245,Doctor Doom (Borderless) (0365),Marvel Super Heroes,Mythic,404,399,15649.13,38.7354702970297
348,190748,Prismatic Vista,Modern Horizons,Rare,417,379,15633.78,37.49107913669065
349,686543,Grave Researcher,Secrets of Strixhaven,Rare,4095,3398,15607.6,3.8113797313797315
350,518157,Palantir of Orthanc (Borderless Poster),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,Mythic,94,93,15605.73,166.01840425531915
351,675585,"Lorehold, the Historian (Borderless)",Secrets of Strixhaven,Mythic,793,780,15574.15,19.63953341740227
352,243294,Old Gnawbone (Borderless),Adventures in the Forgotten Realms,Mythic,207,205,15542.09,75.08256038647343
353,517966,The One Ring (Extended Art) (Surge Foil),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,Mythic,70,69,15496.46,221.378
354,3360,Ashnod's Altar,Chronicles,Common,1160,1083,15483.25,13.347629310344828
355,188710,Mox Opal,Judge Promos,Promo,44,14,15479.46,351.8059090909091
356,475562,Swamp (Phyrexian) - Full Art (Oil Slick Raised Foil),Phyrexia: All Will Be One,Land,953,393,15466.65,16.2294333683106
357,552309,"Ulamog, the Defiler",Modern Horizons 3,Mythic,985,914,15453.05,15.688375634517765
358,697024,Hex Magic,Marvel Super Heroes,Uncommon,7470,2827,15453.01,2.0686760374832662
359,675591,Stock Up,Secrets of Strixhaven: Mystical Archive,Uncommon,6551,3646,15411.32,2.352514119981682
360,631065,"Tidus, Yuna's Guardian (Borderless) (Surge Foil)",Commander: FINAL FANTASY,Mythic,92,92,15399.92,167.3904347826087
361,558342,"Maha, Its Feathers Night",Bloomburrow,Mythic,701,656,15391.81,21.956932952924394
362,556327,"Excalibur, Sword of Eden",Universes Beyond: Assassin's Creed,Rare,1292,1060,15383.67,11.9068653250774
363,688522,Flashback (Extended Art),Secrets of Strixhaven,Rare,1275,1157,15377.9,12.061098039215686
364,688652,Erode (Extended Art),Secrets of Strixhaven,Rare,1255,1074,15362.96,12.241402390438246
365,651332,Norman Osborn,Marvel's Spider-Man,Mythic,1709,1543,15357.81,8.986430661205382
366,532905,Undercity Sewers,Murders at Karlov Manor,Rare,896,743,15354.25,17.136439732142858
367,7118,Yawgmoth's Will,Urza's Saga,Rare,77,77,15339.03,199.20818181818183
368,501921,Goblin Recruiter (Rainbow Foil),Secret Lair Drop Series,Rare,175,175,15311.23,87.49274285714286
369,689052,Scheming Silvertongue,Secrets of Strixhaven,Rare,3382,2582,15267.57,4.514361324659965
370,688904,Preordain (JP Alternate Art) (Silver Scroll Foil),Secrets of Strixhaven: Mystical Archive,Rare,217,209,15248.2,70.26820276497696
371,634431,Genji Glove,FINAL FANTASY,Rare,2421,2232,15200.67,6.278674101610904
372,34328,Amulet of Vigor,Worldwake,Rare,310,266,15162.47,48.9111935483871
373,630954,"Zidane Tribal - Ragavan, Nimble Pilferer (Showcase)",FINAL FANTASY: Through the Ages,Mythic,257,247,15147.52,58.93976653696498
374,696539,Jennifer Walters (Borderless) (0328),Marvel Super Heroes,Mythic,400,395,15133.29,37.833225
375,552320,Jet Medallion,Modern Horizons 3,Rare,1432,1365,15068.48,10.52268156424581
376,6076,Null Rod,Weatherlight,Rare,141,107,15054.38,106.7686524822695
377,656903,Emet-Selch of the Third Seat (Borderless) (Chocobo Track Foil),Commander: FINAL FANTASY,Rare,202,202,15042.01,74.46539603960396
378,544933,Simulacrum Synthesizer,Outlaws of Thunder Junction: The Big Score,Mythic,526,479,15025.38,28.565361216730036
379,696388,"Iron Man, Bleeding Edge",Commander: Marvel Super Heroes,Rare,1066,1048,15019.6,14.08968105065666
380,12160,Sensei's Divining Top,Champions of Kamigawa,Uncommon,368,355,14981.51,40.710625
381,696279,Tony Stark,Marvel Super Heroes,Mythic,1855,1688,14961.39,8.06543935309973
382,696300,"Mjolnir, Hammer of Thor (Borderless) (0303)",Marvel Super Heroes,Mythic,464,454,14930.69,32.178211206896556
383,671067,Bloom Tender,Lorwyn Eclipsed,Mythic,1176,1091,14912.87,12.681011904761906
384,656844,Paradise Chocobo - Birds of Paradise (Borderless),Commander: FINAL FANTASY,Promo,914,818,14884.07,16.284540481400438
385,578886,Overlord of the Balemurk,Duskmourn: House of Horror,Mythic,694,508,14859.11,21.410821325648417
386,58842,Cavern of Souls,Avacyn Restored,Rare,286,261,14818.08,51.811468531468535
387,504181,Demonic Tutor (Borderless),Commander Masters,Mythic,127,127,14795.42,116.49937007874016
388,222003,Ancient Tomb,Zendikar Rising Expeditions,Mythic,101,97,14777.47,146.31158415841583
389,583908,"Miku, Divine Diva - Elspeth Tirel (Rainbow Foil)",Secret Lair Drop Series,Mythic,276,195,14755.77,53.4629347826087
390,656823,"Yuffie, Materia Hunter (Borderless) (Chocobo Track Foil)",Commander: FINAL FANTASY,Rare,229,222,14743.32,64.38131004366812
391,668572,Namor the Sub-Mariner,Marvel Super Heroes,Mythic,2244,1647,14738.72,6.568057040998217
392,630878,"Cloud, Midgar Mercenary (Borderless)",FINAL FANTASY,Mythic,320,314,14704.88,45.952749999999995
393,697236,"Iron Man, Modern Marvel",Commander: Marvel Super Heroes,Mythic,360,352,14704.76,40.846555555555554
394,671077,Bloom Tender (0400) (Showcase) (Fracture Foil),Lorwyn Eclipsed,Mythic,43,43,14700.06,341.86186046511625
395,688951,Decorum Dissertation (Borderless),Secrets of Strixhaven,Mythic,911,868,14690.68,16.12588364434687
396,697067,"Shang-Chi, Master of Kung Fu (Borderless) (0370)",Marvel Super Heroes,Mythic,753,720,14675.64,19.489561752988045
397,517987,The One Ring (Showcase Scrolls),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,Mythic,34,32,14668.23,431.41852941176467
398,690168,Veil of Summer (JP Alternate Art) (Silver Scroll Foil),Secrets of Strixhaven: Mystical Archive,Rare,172,170,14666.17,85.26843023255815
399,688470,Psychic Frog,Game Day & Store Championship Promos,Promo,874,481,14651.88,16.7641647597254
400,689364,Triumph of the Hordes,Secrets of Strixhaven: Mystical Archive,Mythic,942,920,14636.01,15.537165605095542
401,696289,Tony Stark (Borderless) (0363),Marvel Super Heroes,Mythic,384,379,14618.08,38.06791666666667
402,4815,Mystic Remora,Ice Age,Common,1629,1453,14616.86,8.972903621853899
403,484938,Jeweled Lotus,Commander Masters,Mythic,323,236,14590.04,45.17040247678019
404,544300,Vaultborn Tyrant,Outlaws of Thunder Junction: The Big Score,Mythic,473,448,14585.57,30.83630021141649
405,276737,Force of Negation (Borderless),Double Masters 2022,Rare,236,211,14579.75,61.77860169491525
406,646172,Peter Parker (0232) (Borderless),Marvel's Spider-Man,Mythic,254,250,14577.92,57.393385826771656
407,541324,Sword of Feast and Famine,Universes Beyond: Assassin's Creed,Mythic,421,418,14573.67,34.616793349168645
408,451962,Portal to Phyrexia,The Brothers' War,Mythic,436,426,14538.47,33.34511467889908
409,484655,"Ragavan, Nimble Pilferer",March of the Machine: Multiverse Legends,Mythic,270,248,14480.7,53.632222222222225
410,689108,Germination Practicum (Borderless),Secrets of Strixhaven,Mythic,876,855,14477.94,16.52732876712329
411,656785,"Rikku, Resourceful Guardian (Borderless) (Chocobo Track Foil)",Commander: FINAL FANTASY,Rare,184,184,14449.6,78.5304347826087
412,226669,Jeweled Lotus,Commander Legends,Mythic,325,289,14435.75,44.417692307692306
413,688831,Ad Nauseam,Secrets of Strixhaven: Mystical Archive,Mythic,985,964,14427.72,14.647431472081218
414,239396,Cabal Coffers,Modern Horizons 2,Mythic,468,453,14402.81,30.77523504273504
415,267057,Morphic Pool,Commander Legends: Battle for Baldur's Gate,Rare,493,490,14394.08,29.196916835699795
416,630944,Tifa Lockhart (Borderless) (Surge Foil),FINAL FANTASY,Rare,153,136,14375.23,93.95575163398692
417,686657,Sol Ring (Borderless),Commander: Secrets of Strixhaven,Promo,604,580,14372.96,23.796291390728474
418,534084,Slime Against Humanity,Murders at Karlov Manor,Common,7730,1336,14356.13,1.8571966364812418
419,630850,"Terra, Magical Adept (Borderless)",FINAL FANTASY,Mythic,298,296,14348.52,48.14939597315436
420,631048,"Lightning, Army of One (0545) (Borderless) (Surge Foil)",FINAL FANTASY,Mythic,88,87,14347.65,163.04147727272726
421,499755,Heroic Intervention,Commander: The Lord of the Rings: Tales of Middle-earth,Rare,978,936,14342.14,14.664764826175869
422,659480,"Jin Sakai, Ghost of Tsushima (Rainbow Foil)",Secret Lair Drop Series,Mythic,89,88,14325.48,160.96044943820223
423,221923,Roiling Vortex,Zendikar Rising,Rare,1050,678,14275.88,13.59607619047619
424,688477,Resonating Lute,Secrets of Strixhaven,Rare,3863,3102,14264.78,3.6926689101734405
425,187187,Bolas's Citadel,War of the Spark,Rare,859,838,14222.38,16.556903376018624
426,221774,Valakut Awakening,Zendikar Rising,Rare,894,826,14196.16,15.879373601789709
427,656771,Brilliant Wings (Borderless),Commander: FINAL FANTASY,Rare,395,377,14186.44,35.91503797468354
428,226134,Vampiric Tutor,Commander Legends,Mythic,235,231,14160.66,60.25812765957447
429,656713,Temple Garden,Lorwyn Eclipsed,Rare,1872,1582,14108.55,7.53661858974359
430,679192,Heroes in a Half Shell (0096) (Borderless) (Surge Foil),Commander: Teenage Mutant Ninja Turtles,Mythic,44,44,14063.15,319.61704545454546
431,552814,Vexing Bauble,Modern Horizons 3,Uncommon,4655,2470,14060.59,3.020534908700322
432,679801,Utrom Monitor,Commander: Teenage Mutant Ninja Turtles,Common,2233,613,14046.36,6.2903537841468875
433,277167,Smothering Tithe (Borderless),Double Masters 2022,Rare,189,188,14044.34,74.30867724867726
434,276686,Force of Negation,Double Masters 2022,Rare,279,242,14041.66,50.32853046594982
435,552840,Consign to Memory,Modern Horizons 3,Uncommon,3676,1809,14039.22,3.819156692056583
436,541369,"Lumra, Bellow of the Woods",Bloomburrow,Mythic,634,614,14020.36,22.114132492113566
437,282740,"Sheoldred, the Apocalypse (Showcase)",Dominaria United,Mythic,140,139,14019.08,100.13628571428572
438,638913,Stomping Ground,Edge of Eternities,Rare,1903,1665,14018.03,7.366279558591698
439,276327,Phyrexian Altar (Borderless),Double Masters 2022,Rare,237,230,13992.49,59.04004219409283
440,696355,Hidden Lair,Marvel Super Heroes,Rare,3431,1918,13950.19,4.0659253861847855
441,696488,"Daredevil, Man Without Fear (Borderless) (0398)",Marvel Super Heroes,Rare,285,281,13933.35,48.88894736842106
442,5455,Aluren,Tempest,Rare,176,141,13908.88,79.02772727272726
443,679206,Commander's Plate (Borderless),Commander: Teenage Mutant Ninja Turtles,Promo,532,511,13889.07,26.107274436090226
444,686574,Shattered Sanctum,Secrets of Strixhaven,Rare,3199,2387,13881.45,4.339309159112223
445,652041,Parallel Lives (Borderless),Marvel Universe Eternal-Legal,Mythic,527,517,13869.62,26.318064516129034
446,688894,Culling the Weak (JP Alternate Art) (Silver Scroll Foil),Secrets of Strixhaven: Mystical Archive,Rare,145,145,13855.2,95.55310344827586
447,518162,Witch-king of Angmar (Borderless Poster),Universes Beyond: The Lord of the Rings: Tales of Middle-earth,Mythic,78,78,13824.62,177.23871794871795
448,235381,Teferi's Protection,Strixhaven: Mystical Archive,Mythic,247,243,13815.77,55.93429149797571
449,190873,Ranger-Captain of Eos,Modern Horizons,Mythic,381,321,13813.46,36.25580052493438
450,656705,Hallowed Fountain (Borderless),Lorwyn Eclipsed,Rare,917,807,13790.81,15.039051254089422
451,688832,Ad Nauseam (JP Alternate Art),Secrets of Strixhaven: Mystical Archive,Mythic,289,285,13765.15,47.630276816609
452,92830,Bloodstained Mire,Khans of Tarkir,Rare,753,611,13761.13,18.275073041168657
453,216235,Rhystic Study,Jumpstart,Rare,217,207,13758.97,63.40539170506912
454,679098,Super Shredder (Borderless),Teenage Mutant Ninja Turtles,Mythic,403,385,13737.95,34.08920595533499
455,642791,Swan Song,Commander: Edge of Eternities,Rare,1662,1346,13681.02,8.231660649819494
456,643049,"Evendo, Waking Haven",Edge of Eternities,Mythic,950,888,13658.47,14.377336842105262
457,556324,Brotherhood Regalia,Universes Beyond: Assassin's Creed,Uncommon,1705,1543,13653.84,8.008117302052787
458,3528,Goblin Wizard,The Dark,Rare,204,182,13630.02,66.81382352941176
459,677479,Displacer Kitten,Secret Lair Drop Series,Rare,197,179,13584.87,68.95873096446701
460,687665,Fabled Passage,Commander: Secrets of Strixhaven,Rare,8855,3367,13574.05,1.5329249011857706
461,623998,Misty Rainforest (Borderless),Special Guests,Mythic,194,181,13566.15,69.92860824742267
462,498381,"Sauron, the Dark Lord",Universes Beyond: The Lord of the Rings: Tales of Middle-earth,Mythic,464,441,13557.13,29.217952586206895
463,576504,Untimely Malfunction,Duskmourn: House of Horror,Uncommon,2025,1806,13549.56,6.691140740740741
464,638148,Magus Sisters - Endurance (Rainbow Foil),Secret Lair Drop Series,Mythic,30,30,13536.44,451.2146666666667
465,696944,"Black Widow, Agile Avenger",Commander: Marvel Super Heroes,Rare,967,795,13532.89,13.994715615305067
466,687486,Reliquary Tower,Commander: Secrets of Strixhaven,Uncommon,3568,2451,13527.73,3.7914041479820626
467,696287,Bruce Banner (Borderless) (0359),Marvel Super Heroes,Mythic,392,389,13509.98,34.46423469387755
468,687605,Turbulent Wilderness,Commander: Secrets of Strixhaven,Rare,1538,1105,13502.26,8.779102730819245
469,696352,Dark Fortress,Marvel Super Heroes,Rare,3487,2006,13484.64,3.8671178663607684
470,479510,"Solphim, Mayhem Dominus",Phyrexia: All Will Be One,Mythic,494,483,13460.68,27.248340080971662
471,5051,Enlightened Tutor,Mirage,Uncommon,405,378,13455.8,33.224197530864195
472,6150,Caltrops,Urza's Destiny,Uncommon,1123,944,13379.25,11.913846838824577
473,656697,Blood Crypt (Borderless),Lorwyn Eclipsed,Rare,849,774,13373.76,15.752367491166078
474,525710,Charismatic Conqueror,Commander: The Lost Caverns of Ixalan,Rare,664,612,13366.75,20.130647590361445
475,273014,Ancient Silver Dragon,Commander Legends: Battle for Baldur's Gate,Mythic,233,230,13341.39,57.25918454935622
476,548589,Ugin's Labyrinth,Modern Horizons 3,Mythic,1038,706,13339.06,12.85073217726397
477,618880,"Terra, Herald of Hope (Borderless)",Commander: FINAL FANTASY,Mythic,252,249,13324.23,52.87392857142857
478,661947,Aang's Shelter - Teferi's Protection (Borderless),Avatar: The Last Airbender: Eternal-Legal,Mythic,292,289,13311.19,45.586267123287676
479,532910,Underground Mortuary,Murders at Karlov Manor,Rare,866,787,13300.08,15.358060046189376
480,92831,Wooded Foothills,Khans of Tarkir,Rare,742,599,13296.08,17.919245283018867
481,1839,Mana Vault,Fourth Edition,Rare,158,154,13258.69,83.91575949367089
482,686618,"Silverquill, the Disputant (Borderless)",Secrets of Strixhaven,Mythic,786,767,13256.04,16.86519083969466
483,656544,"Jaws, Relentless Predator (Rainbow Foil)",Secret Lair Drop Series,Mythic,76,76,13241.52,174.2305263157895
484,697073,Iron Man Armor,Marvel Super Heroes,Mythic,2076,1640,13206.53,6.361526974951831
485,552839,Kozilek's Command,Modern Horizons 3,Rare,2136,1389,13192.61,6.176315543071161
486,679108,Super Shredder (Showcase),Teenage Mutant Ninja Turtles,Mythic,184,183,13172.78,71.59119565217392
487,590857,Doubling Season (Showcase),Foundations,Mythic,84,73,13155.51,156.6132142857143
488,4848,Pyroblast,Ice Age,Common,1811,1058,13152.83,7.262744340143567
489,451974,Mox Amber (Schematic),The Brothers' War: Retro Frame Artifacts,Mythic,109,105,13125.76,120.41981651376148
490,5930,Squandered Resources,Visions,Rare,175,173,13108.05,74.90314285714285
491,656710,Overgrown Tomb (Borderless),Lorwyn Eclipsed,Rare,836,763,13102.04,15.672296650717705
492,10484,Polluted Delta,Onslaught,Rare,92,69,13097.51,142.36423913043478
493,553264,Arena of Glory,Modern Horizons 3,Rare,1438,1181,13089.17,9.102343532684284
494,662465,Fierce Guardianship (Showcase),Avatar: The Last Airbender: Eternal-Legal,Promo,208,208,13059.14,62.78432692307692
495,651905,Opposition Agent (Borderless),Marvel Universe Eternal-Legal,Mythic,479,445,13033.1,27.208977035490605
496,192562,Field of the Dead,Core Set 2020,Rare,412,391,13017.1,31.59490291262136
497,696543,"Nick Fury, Agent of S.H.I.E.L.D. (Borderless) (0389)",Marvel Super Heroes,Rare,257,256,12989.75,50.543774319066145
498,488284,The Party Tree - The Great Henge (Borderless),Commander: The Lord of the Rings: Tales of Middle-earth,Mythic,143,142,12989.25,90.83391608391608
499,504588,The Great Henge,Commander Masters,Mythic,200,189,12922.44,64.6122
500,696432,"Iron Man, Titan of Innovation (Borderless)",Marvel Universe Eternal-Legal,Mythic,854,831,12913.76,15.121498829039814
501,544402,Terror of the Peaks,Outlaws of Thunder Junction,Mythic,429,423,12895.5,30.05944055944056
502,498465,Paths of the Dead - Cavern of Souls (Borderless),Commander: The Lord of the Rings: Tales of Middle-earth,Mythic,163,157,12877.88,79.00539877300614
503,226314,Opposition Agent,Commander Legends,Rare,563,542,12877.88,22.87367673179396
504,496050,"Zhulodok, Void Gorger",Commander Masters,Mythic,293,276,12858.0,43.8839590443686
505,522937,Nuka-Cola Vending Machine,Universes Beyond: Fallout,Uncommon,627,601,12839.97,20.478421052631578
506,552336,Witch Enchanter,Modern Horizons 3,Uncommon,3480,2372,12811.24,3.6813908045977013
507,631529,Sphere Grid,Commander: FINAL FANTASY,Rare,1376,1228,12809.91,9.30952761627907
508,555973,Black Market Connections,Universes Beyond: Assassin's Creed,Rare,697,682,12798.94,18.362898134863702
509,623995,Marsh Flats (Borderless) (Dragonscale Foil),Special Guests,Mythic,35,35,12783.68,365.248
510,276325,Phyrexian Altar,Double Masters 2022,Rare,230,228,12758.8,55.47304347826087
511,484940,Jeweled Lotus (Borderless),Commander Masters,Mythic,120,110,12677.24,105.64366666666666
512,118410,Chrome Mox,Eternal Masters,Mythic,84,83,12659.08,150.70333333333332
513,475507,"Elesh Norn, Mother of Machines",Phyrexia: All Will Be One,Mythic,494,453,12657.6,25.62267206477733
514,517606,Cavern of Souls (0345) (Borderless),The Lost Caverns of Ixalan,Mythic,232,222,12647.72,54.51603448275862
515,688681,Emeritus of Abundance,Secrets of Strixhaven,Mythic,2195,1929,12643.18,5.7599908883826885
516,498457,"Argonath, Pillars of the Kings - The Ozolith (Borderless)",Commander: The Lord of the Rings: Tales of Middle-earth,Mythic,150,149,12591.04,83.94026666666667
517,624036,"Ugin, Eye of the Storms (Borderless)",Tarkir: Dragonstorm,Mythic,285,250,12571.3,44.10982456140351
518,687343,Goldspan Dragon,Commander: Secrets of Strixhaven,Mythic,2075,1634,12565.39,6.055609638554216
519,6135,Academy Rector,Urza's Destiny,Rare,159,144,12559.01,78.98748427672956
520,553219,"Yavimaya, Cradle of Growth",Commander: Modern Horizons 3,Rare,823,792,12534.51,15.230267314702308
521,689823,"Deadpool, Trading Card (7129) (Pool Party Foil)",Secret Lair Drop Series,Mythic,70,69,12515.47,178.79242857142856
522,14311,Ophidian Eye,Time Spiral,Common,881,864,12496.56,14.184517593643585
523,276296,Sensei's Divining Top (Borderless),Double Masters 2022,Rare,200,199,12495.08,62.4754
524,689156,Brain Freeze (JP Alternate Art) (Silver Scroll Foil),Secrets of Strixhaven: Mystical Archive,Rare,152,149,12494.58,82.20118421052632
525,493980,Thassa's Oracle,Secret Lair Drop Series,Rare,77,77,12487.33,162.17311688311688
526,457252,Enlightened Tutor (Borderless),Dominaria Remastered,Rare,347,341,12464.72,35.92138328530259
527,646553,Spectacular Spider-Man (Borderless),Marvel's Spider-Man,Rare,2006,1808,12449.0,6.205882352941177
528,7073,Tolarian Academy,Urza's Saga,Rare,91,84,12441.97,136.72494505494504
529,230135,"Vorinclex, Monstrous Raider",Kaldheim,Mythic,226,224,12438.56,55.03787610619469
530,517520,"Ojer Axonil, Deepest Might",The Lost Caverns of Ixalan,Mythic,485,457,12436.33,25.641917525773195
531,524281,Ravenous Tyrannosaurus (Borderless),Universes Beyond: Jurassic World Collection,Rare,246,245,12433.57,50.54296747967479
532,11423,Seething Song,Mirrodin,Common,1162,1021,12428.46,10.695748709122203
533,662801,Abandoned Air Temple,Avatar: The Last Airbender,Rare,1805,1514,12387.75,6.863019390581718
534,686622,Emeritus of Ideation (Extended Art),Secrets of Strixhaven,Mythic,621,570,12350.16,19.88753623188406
535,632635,Summon: Knights of Round,FINAL FANTASY,Mythic,905,868,12332.1,13.626629834254144
536,688878,Living End (JP Alternate Art) (Silver Scroll Foil),Secrets of Strixhaven: Mystical Archive,Mythic,177,170,12323.3,69.62316384180791
537,686614,Professor Dellian Fel (Borderless),Secrets of Strixhaven,Mythic,799,725,12298.96,15.392941176470588
538,679068,"Leonardo, the Balance (0083) (Borderless) (Surge Foil)",Commander: Teenage Mutant Ninja Turtles,Mythic,42,42,12270.27,292.1492857142857
539,509512,Aggravated Assault,Wilds of Eldraine: Enchanting Tales,Rare,452,451,12222.57,27.041084070796458
540,614178,The Aetherspark,Aetherdrift,Mythic,619,593,12208.13,19.722342487883683
541,589449,Llanowar Elves (Showcase),Foundations,Mythic,74,65,12192.18,164.7591891891892
542,539629,"Codsworth, Handy Helper",Universes Beyond: Fallout,Rare,524,513,12184.93,23.25368320610687
543,563270,Sensei's Divining Top (Future Sight),Mystery Booster 2,Uncommon,306,298,12180.07,39.804150326797384
544,575095,"Valgavoth, Harrower of Souls (Borderless)",Commander: Duskmourn: House of Horror,Mythic,679,632,12154.34,17.900353460972017
545,697409,"Hulk, Brutal Brawler",Commander: Marvel Super Heroes,Mythic,361,355,12145.15,33.643074792243766
546,631061,"Celes, Rune Knight (Borderless) (Surge Foil)",Commander: FINAL FANTASY,Mythic,83,83,12144.77,146.32253012048193
547,512500,Lotus Petal (Foil Etched),Unique and Miscellaneous Promos,Promo,301,262,12129.69,40.29797342192691
548,679213,Raph's Jitte - Umezawa's Jitte (Borderless),Teenage Mutant Ninja Turtles Source Material,Mythic,1465,1127,12124.14,8.275863481228669
